,head_actual,word_count,len_text,end_sym,len_avg_word,no_of_stop,numeric_value,no_of_sym,cos_sim,case
0,0,2,18,0,9,0,0,0,0,2
1,0,3,38,0,12,0,3,6,0,2
2,0,4,28,0,7,0,10,2,0,2
3,1,2,21,1,10,0,0,1,1,0
4,0,16,123,1,7,4,1,4,1,1
5,0,9,66,1,7,2,0,4,1,3
6,0,14,101,1,7,2,1,7,0,3
7,0,17,129,1,7,3,1,6,1,3
8,0,5,34,1,6,1,0,2,0,3
9,0,15,94,1,6,4,0,3,1,3
10,0,14,101,1,7,4,0,4,1,3
11,1,2,17,1,8,0,0,1,1,0
12,0,11,90,1,8,0,0,6,0,3
13,0,13,90,0,6,0,1,12,0,3
14,0,7,45,0,6,0,0,5,0,3
15,0,4,24,0,6,0,0,3,0,3
16,0,6,43,1,7,0,0,5,0,3
17,1,2,18,0,9,0,0,0,0,0
18,0,15,82,1,5,3,4,3,1,3
19,0,11,63,1,5,2,8,3,0,3
20,0,10,52,0,5,2,8,2,0,3
21,1,2,15,0,7,0,0,0,1,0
22,0,8,52,1,6,1,4,4,1,2
23,0,4,30,1,7,0,0,4,0,2
24,1,2,16,1,8,0,0,1,1,2
25,0,54,386,1,7,20,0,11,1,2
26,0,13,80,1,6,6,0,3,1,2
27,0,85,517,1,6,40,0,14,1,2
28,0,20,152,1,7,0,0,14,0,2
29,1,1,17,1,17,0,0,1,1,2
30,0,23,151,1,6,11,0,3,1,3
31,0,13,79,1,6,4,0,4,0,3
32,0,13,79,1,6,3,0,3,1,3
33,0,23,146,1,6,6,0,2,1,3
34,0,12,90,1,7,3,0,3,1,3
35,0,14,91,1,6,1,0,8,0,3
36,0,1,1,1,1,0,0,1,0,3
37,0,8,58,1,7,1,8,4,0,2
38,0,3,25,0,8,0,0,1,0,2
39,1,2,16,1,8,0,0,1,1,2
40,0,73,447,1,6,35,0,5,1,2
41,0,9,78,0,8,0,1,8,0,2
42,1,1,17,1,17,0,0,1,1,2
43,0,5,33,1,6,1,0,3,0,3
44,0,13,81,1,6,5,0,2,1,3
45,0,9,49,1,5,2,1,2,1,3
46,0,10,47,1,4,4,0,2,1,3
47,0,8,56,1,7,3,0,2,1,3
48,0,6,47,1,7,1,8,5,0,2
49,1,4,22,0,5,0,1,3,1,2
50,1,2,16,1,8,0,0,1,1,2
51,0,58,360,1,6,24,0,8,1,2
52,0,11,86,1,7,1,0,9,1,2
53,1,1,17,1,17,0,0,1,1,2
54,0,9,61,1,6,1,0,4,1,3
55,0,8,52,1,6,2,0,2,0,3
56,0,8,59,1,7,3,0,2,1,3
57,0,7,49,1,7,2,0,4,0,3
58,1,2,25,0,12,0,0,0,1,0
59,0,13,94,0,7,3,4,5,1,3
60,0,13,95,1,7,3,4,6,1,3
61,0,10,69,1,6,1,4,4,0,3
62,0,11,76,1,6,1,4,4,0,3
63,1,2,16,0,8,0,0,0,1,0
64,0,5,27,0,5,0,0,2,1,3
65,0,7,32,1,4,1,6,4,1,3
66,0,9,71,1,7,0,8,10,1,3
67,0,6,36,1,6,1,0,3,1,3
68,0,5,28,0,5,0,7,2,0,3
69,1,2,6,1,3,0,0,1,1,2
70,0,2,11,0,5,0,0,1,0,2
71,0,2,19,1,9,0,0,1,0,2
72,0,2,18,0,9,0,0,0,0,0
73,0,3,17,0,5,0,0,0,0,0
74,0,2,19,1,9,0,0,2,0,2
75,0,6,31,0,5,0,5,5,0,2
76,0,4,28,0,7,0,6,2,0,2
77,0,2,29,0,14,0,20,2,0,2
78,0,2,25,0,12,0,2,3,0,2
79,1,2,15,0,7,0,0,0,1,0
80,0,11,82,0,7,3,0,1,0,3
81,0,11,63,0,5,5,0,1,1,3
82,0,11,83,0,7,2,0,1,1,3
83,0,13,83,0,6,5,0,1,1,3
84,1,2,17,1,8,0,0,1,1,0
85,0,18,97,1,5,9,0,2,1,3
86,0,22,121,0,5,10,0,1,1,3
87,1,3,18,1,6,0,0,2,1,0
88,0,16,128,1,8,4,0,4,1,2
89,1,2,21,1,10,0,0,1,1,0
90,0,3,15,0,5,0,0,1,0,2
91,0,3,17,0,5,0,0,1,0,2
92,0,3,15,0,5,1,0,0,0,2
93,0,2,7,0,3,0,0,1,0,3
94,0,6,16,1,2,0,0,3,0,0
95,0,2,17,0,8,0,0,0,0,2
96,0,1,4,0,4,0,4,0,0,3
97,0,1,3,1,3,0,2,1,0,3
98,0,1,5,0,5,0,0,2,0,0
99,0,1,7,0,7,0,0,0,0,0
100,0,1,4,0,4,0,4,0,0,3
101,0,1,3,1,3,0,2,1,0,3
102,0,1,5,0,5,0,0,2,0,0
103,0,1,7,0,7,0,0,0,0,0
104,0,1,4,0,4,0,4,0,0,3
105,0,1,3,1,3,0,2,1,0,3
106,1,2,20,0,10,0,0,0,1,0
107,0,18,105,1,5,1,0,7,1,3
108,0,4,13,0,3,0,1,1,0,3
109,0,4,22,0,5,0,0,3,0,3
110,1,1,10,0,10,0,0,0,1,0
111,0,9,63,1,7,2,0,6,1,2
112,0,9,38,0,4,2,6,2,1,3
113,0,6,35,0,5,0,0,2,0,3
114,1,5,40,1,8,2,0,1,1,2
115,0,8,49,1,6,1,0,5,0,3
116,0,8,57,1,7,1,0,4,0,3
117,0,17,114,1,6,3,0,6,1,3
118,0,8,50,1,6,1,0,2,0,3
119,0,5,35,1,7,0,0,2,0,3
120,0,9,57,1,6,3,0,4,1,3
121,0,13,88,1,6,3,0,5,1,3
122,0,6,35,1,5,2,0,2,0,3
123,0,7,55,0,7,0,0,1,0,2
124,0,10,45,0,4,1,12,2,0,3
125,0,6,48,0,8,0,0,2,0,3
126,0,7,42,1,6,0,0,4,0,2
127,0,15,99,1,6,3,0,3,0,3
128,0,6,41,1,6,2,0,1,1,2
129,0,21,119,1,5,7,0,7,1,3
130,0,8,52,1,6,1,0,2,1,3
131,0,14,85,1,6,6,0,2,1,3
132,0,3,26,0,8,0,0,1,0,2
133,0,8,37,0,4,1,8,2,0,3
134,0,4,26,0,6,0,0,2,0,3
135,0,6,41,1,6,2,0,1,1,2
136,0,7,42,1,6,1,0,2,1,3
137,0,10,83,1,8,1,0,5,0,3
138,0,5,42,1,8,1,0,2,0,3
139,0,9,55,1,6,3,0,2,1,3
140,0,11,64,0,5,3,1,2,0,3
141,1,1,12,0,12,0,0,0,0,0
142,0,13,67,0,5,5,0,2,1,3
143,0,11,76,0,6,2,0,2,0,3
144,0,7,46,0,6,2,0,1,1,3
145,0,10,64,0,6,1,0,2,1,3
146,1,2,15,0,7,0,0,0,1,0
147,0,6,44,1,7,0,0,6,0,2
148,1,1,7,0,7,0,0,0,0,0
149,0,6,41,0,6,0,0,2,0,2
150,1,3,13,0,4,0,0,0,1,0
151,0,3,14,0,4,0,5,0,0,3
152,1,1,9,0,9,0,0,0,0,0
153,0,3,20,0,6,1,0,0,0,2
154,1,1,11,0,11,0,0,0,1,0
155,0,30,151,1,5,18,0,2,1,2
156,0,2,14,1,7,0,0,2,0,3
157,0,1,4,0,4,0,0,0,0,0
158,1,2,20,0,10,0,0,0,1,0
159,0,4,35,0,8,0,0,3,0,2
160,0,3,15,0,5,0,12,1,0,3
161,1,2,21,0,10,0,0,0,1,2
162,0,7,37,0,5,1,1,1,0,3
163,0,24,199,1,8,5,0,8,1,3
164,0,11,70,1,6,3,2,3,1,3
165,0,10,71,0,7,3,3,2,1,3
166,0,16,93,1,5,2,14,11,1,3
167,0,17,67,0,3,5,9,5,1,3
168,0,10,68,0,6,2,0,1,1,3
169,0,15,105,0,7,2,0,7,1,3
170,0,19,144,1,7,5,0,6,1,3
171,0,4,23,0,5,0,0,1,0,3
172,0,5,38,0,7,1,0,1,1,3
173,0,10,49,0,4,2,7,2,0,3
174,0,10,68,0,6,0,0,2,0,3
175,0,11,68,0,6,2,0,4,1,3
176,0,7,43,0,6,1,0,1,1,3
177,0,7,47,0,6,1,0,1,1,3
178,0,8,58,0,7,1,0,1,1,3
179,0,7,57,0,8,1,0,1,1,3
180,0,10,75,0,7,2,0,1,1,3
181,0,6,41,1,6,1,0,2,1,3
182,0,4,38,1,9,0,0,2,0,3
183,0,11,71,1,6,2,4,4,1,3
184,0,10,52,0,5,2,6,6,1,3
185,1,6,38,0,6,1,0,1,0,3
186,0,20,156,1,7,6,0,6,1,3
187,0,25,179,0,7,7,0,6,1,3
188,0,3,14,0,4,0,0,0,1,2
189,0,1,1,1,1,0,0,1,0,3
190,0,3,10,0,3,0,0,1,0,0
191,0,6,27,0,4,0,5,5,0,0
192,0,5,18,0,3,0,6,6,0,0
193,0,4,15,1,3,0,2,4,0,0
194,0,6,31,0,5,0,6,6,0,3
195,0,6,32,0,5,0,6,6,0,3
196,0,6,23,0,3,0,7,6,0,0
197,0,11,56,0,5,0,14,7,0,3
198,0,6,30,0,5,0,0,4,0,3
199,0,5,18,0,3,0,5,4,0,0
200,1,2,22,0,11,0,0,0,0,2
201,0,12,91,1,7,1,0,9,1,3
202,1,2,12,0,6,0,0,0,1,2
203,0,18,95,1,5,5,8,4,0,3
204,0,20,102,1,5,6,8,5,0,3
205,0,22,127,1,5,5,8,8,1,3
206,0,13,66,1,5,1,8,4,0,3
207,0,15,82,1,5,1,4,6,0,3
208,1,2,15,0,7,0,0,0,1,2
209,0,4,18,0,4,0,0,1,1,2
210,0,3,14,0,4,0,0,1,0,2
211,0,2,13,0,6,0,0,0,0,2
212,0,3,26,0,8,0,0,1,0,2
213,0,6,19,0,3,0,3,2,0,3
214,0,4,22,0,5,0,2,2,0,3
215,0,4,12,0,3,0,2,2,0,0
216,0,5,24,0,4,0,5,1,0,3
217,0,3,13,0,4,0,3,2,0,3
218,1,1,17,1,17,0,0,1,0,2
219,0,9,57,0,6,3,0,1,0,3
220,0,5,35,0,7,1,0,1,0,3
221,0,8,47,0,5,1,0,1,0,3
222,0,6,33,0,5,1,0,1,0,3
223,0,9,62,1,6,2,0,2,0,3
224,0,4,20,0,5,0,0,1,1,2
225,0,3,14,0,4,0,0,1,0,2
226,0,2,13,0,6,0,0,0,0,2
227,0,3,26,0,8,0,0,1,0,2
228,0,4,12,0,3,0,2,2,0,0
229,0,6,19,0,3,0,3,2,0,3
230,0,4,12,0,3,0,0,1,0,0
231,0,10,49,0,4,0,10,2,0,3
232,0,4,19,0,4,0,4,1,0,3
233,1,1,17,1,17,0,0,1,0,2
234,0,19,75,1,3,4,4,6,1,3
235,0,5,29,0,5,1,0,1,0,3
236,0,11,54,0,4,2,7,2,0,3
237,0,4,24,0,6,1,0,1,1,3
238,0,6,44,0,7,1,0,1,1,3
239,0,4,19,0,4,0,0,1,1,2
240,0,3,14,0,4,0,0,1,0,2
241,0,2,13,0,6,0,0,0,0,2
242,0,3,26,0,8,0,0,1,0,2
243,0,4,12,0,3,0,2,2,0,0
244,0,4,13,0,3,0,2,2,0,0
245,0,5,30,0,6,0,0,1,0,3
246,0,3,16,0,5,0,0,1,0,3
247,0,2,8,0,4,0,0,1,0,3
248,1,1,17,1,17,0,0,1,0,2
249,0,8,61,0,7,1,0,2,1,3
250,0,15,98,0,6,3,0,1,1,3
251,0,3,21,0,7,0,0,2,0,3
252,0,4,24,0,6,0,0,1,0,3
253,0,5,25,0,5,0,0,1,1,2
254,0,4,19,0,4,0,0,1,0,2
255,0,2,13,0,6,0,0,0,0,2
256,0,3,26,0,8,0,0,1,0,2
257,0,4,14,0,3,0,1,2,0,0
258,0,6,21,0,3,0,4,2,0,0
259,0,4,19,0,4,0,2,2,0,3
260,0,4,30,0,7,0,0,1,0,3
261,0,5,30,0,6,0,0,1,0,3
262,0,11,57,0,5,1,9,2,1,3
263,1,1,17,1,17,0,0,1,0,2
264,0,5,30,0,6,1,0,1,0,3
265,0,5,30,0,6,1,0,1,0,3
266,0,10,59,0,5,3,0,1,1,3
267,0,9,67,0,7,1,0,1,0,3
268,0,10,64,0,6,2,1,2,1,3
269,0,7,37,0,5,1,0,1,1,3
270,0,7,40,0,5,3,0,1,1,3
271,0,6,44,0,7,1,0,1,1,3
272,0,5,30,0,6,1,0,1,1,3
273,0,5,31,0,6,1,0,1,0,3
274,0,8,55,0,6,0,0,2,1,2
275,0,3,14,0,4,0,0,1,0,2
276,0,2,13,0,6,0,0,0,0,2
277,0,3,26,0,8,0,0,1,0,2
278,0,6,19,0,3,0,3,2,0,0
279,0,4,18,0,4,0,2,4,0,0
280,0,5,17,0,3,0,3,2,0,3
281,0,5,17,0,3,0,3,2,0,3
282,0,6,31,0,5,0,3,2,0,3
283,0,4,12,0,3,0,2,2,0,0
284,0,11,57,0,5,1,9,2,1,3
285,0,13,66,0,5,2,14,5,1,3
286,1,1,17,1,17,0,0,1,0,2
287,0,21,91,0,4,4,7,7,0,3
288,0,14,76,0,5,3,9,1,0,3
289,0,4,31,1,7,0,0,2,0,3
290,0,9,34,0,3,1,3,2,0,3
291,0,9,44,1,4,1,4,5,0,3
292,0,8,53,0,6,1,1,2,1,3
293,0,7,40,0,5,2,0,2,1,3
294,0,8,44,0,5,2,6,3,0,3
295,0,5,27,0,5,0,0,1,0,3
296,0,3,20,0,6,0,0,1,0,3
297,0,3,17,0,5,0,0,1,0,3
298,0,6,34,1,5,1,0,2,0,3
299,0,8,42,0,5,1,3,2,0,3
300,0,8,61,0,7,1,0,2,1,3
301,0,5,34,1,6,1,0,2,1,3
302,0,8,53,0,6,1,0,1,1,2
303,0,3,21,0,7,0,0,1,0,2
304,0,2,13,0,6,0,0,0,0,2
305,0,3,26,0,8,0,0,1,0,2
306,0,6,19,0,3,0,3,2,0,0
307,0,6,31,0,5,0,3,2,0,3
308,0,8,36,0,4,1,5,1,1,3
309,0,6,34,0,5,0,4,2,0,3
310,1,1,16,0,16,0,0,0,0,2
311,0,10,59,0,5,2,3,2,1,3
312,0,8,67,1,8,2,0,3,1,3
313,0,6,36,1,6,1,0,2,0,3
314,0,8,41,0,5,3,0,1,1,3
315,0,6,49,0,8,2,0,1,1,3
316,0,7,32,0,4,0,0,2,1,2
317,0,3,21,0,7,0,0,1,0,2
318,0,2,13,0,6,0,0,0,0,2
319,0,3,26,0,8,0,0,1,0,2
320,0,7,38,1,5,1,4,4,0,3
321,0,5,26,0,5,0,2,2,0,3
322,0,3,9,0,3,0,0,1,0,0
323,0,3,13,0,4,0,3,2,0,3
324,1,1,16,0,16,0,0,0,0,2
325,0,4,22,0,5,0,0,1,0,3
326,0,4,27,0,6,0,0,1,0,3
327,0,12,72,0,6,0,0,4,1,2
328,0,3,14,0,4,0,0,1,0,2
329,0,2,13,0,6,0,0,0,0,2
330,0,3,26,0,8,0,0,1,0,2
331,0,5,18,0,3,0,3,2,0,0
332,0,7,32,0,4,0,3,2,0,3
333,0,4,12,0,3,0,2,2,0,0
334,0,4,16,0,4,0,2,1,0,3
335,0,3,13,0,4,0,3,2,0,3
336,1,1,16,0,16,0,0,0,0,2
337,0,7,41,0,5,1,2,2,0,3
338,0,7,38,0,5,2,0,1,1,3
339,0,11,57,0,5,3,3,2,1,3
340,0,9,57,1,6,2,0,2,1,3
341,0,4,23,1,5,1,0,2,0,3
342,0,3,15,0,5,0,0,1,0,3
343,0,13,90,1,6,0,0,6,1,2
344,0,5,24,0,4,0,0,2,0,2
345,0,2,13,0,6,0,0,0,0,2
346,0,3,26,0,8,0,0,1,0,2
347,0,5,18,0,3,0,3,2,0,0
348,0,7,32,0,4,0,3,2,0,3
349,0,4,12,0,3,0,2,2,0,0
350,0,4,16,0,4,0,2,1,0,3
351,0,3,13,0,4,0,3,2,0,3
352,1,1,16,0,16,0,0,0,0,2
353,0,11,50,0,4,3,4,3,1,3
354,0,7,54,1,7,1,0,2,0,3
355,0,11,52,1,4,3,1,4,1,3
356,0,6,33,0,5,0,0,2,1,2
357,0,3,21,0,7,0,0,1,0,2
358,0,2,13,0,6,0,0,0,0,2
359,0,3,26,0,8,0,0,1,0,2
360,0,5,25,1,5,0,3,3,0,3
361,0,5,24,0,4,0,5,1,0,3
362,0,3,13,0,4,0,3,2,0,3
363,1,1,16,0,16,0,0,0,0,2
364,0,8,43,0,5,2,1,1,0,3
365,0,8,43,0,5,2,1,1,0,3
366,0,8,43,0,5,2,1,1,0,3
367,0,7,38,1,5,2,0,2,1,3
368,0,4,30,1,7,1,0,2,1,3
369,0,5,34,0,6,0,0,2,1,2
370,0,3,21,0,7,0,0,1,0,2
371,0,2,13,0,6,0,0,0,0,2
372,0,3,26,0,8,0,0,1,0,2
373,0,5,16,0,3,0,3,2,0,0
374,0,5,18,0,3,0,4,2,0,0
375,0,3,9,0,3,0,0,1,0,0
376,0,3,9,0,3,0,1,1,0,0
377,1,1,16,0,16,0,0,0,0,2
378,0,7,42,0,6,1,2,2,0,3
379,0,9,57,0,6,2,2,2,1,3
380,0,9,58,0,6,2,2,2,1,3
381,0,9,48,0,5,2,0,1,1,3
382,0,6,37,1,6,1,0,2,1,3
383,0,7,41,0,5,1,0,1,0,3
384,0,3,18,0,6,0,0,1,0,3
385,0,6,45,1,7,0,0,4,1,2
386,0,3,21,0,7,0,0,1,0,2
387,0,2,13,0,6,0,0,0,0,2
388,0,3,26,0,8,0,0,1,0,2
389,0,5,18,0,3,0,3,2,0,0
390,0,5,18,0,3,0,4,2,0,0
391,0,3,14,0,4,0,0,1,0,3
392,0,3,13,0,4,0,3,2,0,3
393,1,1,16,0,16,0,0,0,0,2
394,0,7,34,0,4,1,3,2,0,3
395,0,5,25,0,5,1,1,1,0,3
396,0,7,36,1,5,2,0,2,1,3
397,0,5,30,0,6,0,0,1,0,3
398,0,3,20,0,6,0,0,1,0,3
399,0,3,15,0,5,0,0,1,0,3
400,0,6,36,1,6,0,0,4,1,2
401,0,3,14,0,4,0,0,1,0,2
402,0,2,13,0,6,0,0,0,0,2
403,0,3,26,0,8,0,0,1,0,2
404,0,5,16,0,3,0,3,2,0,0
405,0,5,18,0,3,0,4,2,0,0
406,0,3,12,0,4,0,0,1,0,3
407,0,3,13,0,4,0,3,2,0,3
408,1,1,16,0,16,0,0,0,0,2
409,0,10,67,0,6,3,0,1,0,3
410,0,9,62,1,6,2,0,2,0,3
411,0,8,57,0,7,2,0,1,1,3
412,0,5,24,0,4,1,0,1,0,3
413,0,8,34,0,4,3,0,1,1,3
414,0,5,30,0,6,0,0,2,1,2
415,0,3,14,0,4,0,0,1,0,2
416,0,2,13,0,6,0,0,0,0,2
417,0,3,26,0,8,0,0,1,0,2
418,0,4,13,0,3,0,3,3,0,0
419,0,4,13,0,3,0,2,2,0,0
420,0,3,14,0,4,0,0,1,0,3
421,0,3,13,0,4,0,3,2,0,3
422,1,1,16,0,16,0,0,0,0,2
423,0,10,41,0,4,2,5,4,0,3
424,0,9,71,0,7,0,0,6,1,2
425,0,2,13,0,6,0,0,0,0,2
426,0,3,26,0,8,0,0,1,0,2
427,0,5,26,0,5,0,2,2,0,3
428,0,4,12,0,3,0,2,2,0,0
429,0,4,12,0,3,0,2,2,0,0
430,0,4,12,0,3,0,2,2,0,0
431,0,4,13,0,3,0,2,2,0,0
432,0,3,14,0,4,0,0,1,0,3
433,0,3,13,0,4,0,3,2,0,3
434,1,1,16,0,16,0,0,0,0,2
435,0,10,55,1,5,2,2,3,1,3
436,0,8,47,0,5,1,4,1,0,3
437,0,8,49,0,6,2,0,1,0,3
438,0,12,53,1,4,1,4,6,0,3
439,0,7,32,0,4,1,3,3,0,3
440,0,7,46,0,6,0,2,2,0,3
441,0,9,47,0,5,2,0,1,1,3
442,0,5,30,1,6,1,0,2,1,3
443,0,11,75,0,6,1,0,4,1,3
444,0,10,56,0,5,2,0,3,1,3
445,0,3,14,1,4,0,0,2,0,3
446,0,8,44,1,5,2,0,2,1,3
447,0,4,27,1,6,0,0,2,0,3
448,0,7,41,1,5,1,0,2,1,3
449,0,3,17,0,5,0,0,1,0,3
450,0,3,21,0,7,0,0,1,0,3
451,0,3,16,0,5,0,0,1,0,3
452,0,5,34,0,6,0,0,1,0,3
453,0,5,33,1,6,1,0,2,0,3
454,0,4,24,0,6,1,0,1,1,3
455,0,18,101,1,5,8,0,4,1,3
456,0,4,24,0,6,1,0,1,0,3
457,0,2,16,0,8,0,0,0,1,0
458,0,4,24,0,6,0,0,1,1,2
459,0,3,18,0,6,0,0,0,0,0
460,0,2,15,0,7,0,0,2,0,2
461,0,2,18,0,9,0,10,2,0,2
462,0,2,31,0,15,0,3,4,0,2
463,1,2,16,0,8,0,0,0,1,0
464,0,31,187,1,6,15,0,2,1,2
465,0,1,9,0,9,0,0,0,0,0
466,0,3,16,1,5,0,0,2,0,3
467,0,13,81,1,6,5,0,2,1,3
468,0,6,41,1,6,0,0,2,1,3
469,0,8,60,1,7,1,0,2,1,3
470,1,2,16,0,8,0,0,0,1,0
471,0,1,11,0,11,0,0,0,0,0
472,0,1,16,0,16,0,0,1,0,0
473,0,1,4,0,4,0,0,0,0,0
474,0,2,12,1,6,0,0,1,0,0
475,0,3,17,1,5,0,0,2,0,2
476,0,1,8,0,8,0,0,0,0,0
477,0,1,4,0,4,0,4,0,0,3
478,0,2,15,1,7,0,0,2,0,2
479,0,2,17,0,8,0,0,0,0,0
480,0,1,4,0,4,0,4,0,0,3
481,0,1,2,0,2,0,2,0,0,3
482,0,1,3,0,3,0,0,0,0,0
483,0,2,17,0,8,0,0,0,0,0
484,0,1,4,0,4,0,4,0,0,3
485,0,1,2,0,2,0,2,0,0,3
486,0,1,3,0,3,0,0,0,0,0
487,0,2,17,0,8,0,0,0,0,0
488,0,1,4,0,4,0,4,0,0,3
489,0,1,2,0,2,0,2,0,0,3
490,1,2,18,0,9,0,0,0,1,0
491,0,5,26,0,5,1,1,0,0,2
492,1,1,8,0,8,0,0,0,1,0
493,0,7,53,0,7,1,0,3,0,2
494,0,11,75,0,6,1,0,1,1,2
495,1,3,19,1,6,0,0,2,1,0
496,0,22,129,1,5,4,12,8,0,2
497,0,28,161,1,5,7,5,6,1,2
498,0,6,42,0,7,2,0,1,1,3
499,0,14,63,1,4,5,0,2,1,3
500,0,10,62,1,6,4,0,2,0,3
501,0,7,41,1,5,3,0,2,1,3
502,0,7,46,0,6,2,0,3,0,3
503,1,2,15,0,7,0,0,0,1,0
504,0,3,18,0,6,0,0,0,0,2
505,0,3,25,0,8,0,0,0,1,2
506,0,2,9,0,4,0,0,0,0,2
507,0,3,9,1,3,0,0,2,0,0
508,0,3,11,0,3,0,1,0,0,2
509,1,1,11,1,11,0,0,1,0,0
510,0,11,76,1,6,5,1,4,1,3
511,0,3,27,1,9,0,1,2,0,3
512,0,13,89,1,6,7,1,2,1,3
513,0,7,42,1,6,3,1,2,1,1
514,0,7,43,1,6,2,1,3,0,3
515,0,8,64,1,8,2,1,2,0,3
516,1,1,7,0,7,0,0,0,0,0
517,0,2,10,1,5,0,0,2,0,3
518,0,3,19,1,6,0,0,2,0,3
519,0,4,23,1,5,1,0,2,0,3
520,1,2,16,0,8,0,0,0,1,0
521,0,4,24,0,6,0,0,1,1,2
522,0,5,35,0,7,0,0,2,1,2
523,0,2,12,0,6,0,0,1,0,2
524,0,7,32,0,4,1,6,1,1,2
525,0,7,49,1,7,0,0,8,1,2
526,0,3,16,0,5,0,6,1,0,2
527,0,6,40,0,6,0,0,3,1,2
528,0,17,93,1,5,12,0,1,1,2
529,0,4,25,1,6,0,0,2,0,2
530,0,4,16,0,4,0,8,1,1,2
531,0,3,18,0,6,0,0,0,0,0
532,0,3,15,0,5,0,0,0,0,0
533,0,2,36,0,18,0,15,4,0,2
534,1,2,18,0,9,0,0,0,1,2
535,0,37,213,1,5,18,0,8,1,2
536,1,2,23,0,11,0,0,0,1,2
537,0,7,57,1,8,0,0,4,0,3
538,0,6,29,0,4,1,6,0,1,3
539,0,4,30,0,7,0,0,2,0,2
540,1,1,16,1,16,0,0,2,0,2
541,0,24,150,1,6,8,0,5,1,3
542,0,30,221,1,7,4,18,18,1,3
543,0,11,87,0,7,4,0,3,0,3
544,0,15,113,1,7,5,0,7,1,3
545,0,14,114,1,8,2,0,4,0,3
546,0,32,175,1,5,13,0,3,1,3
547,0,33,223,1,6,12,0,5,1,3
548,0,20,114,1,5,10,0,2,1,3
549,0,11,86,1,7,3,0,3,0,3
550,0,17,98,0,5,7,0,1,1,3
551,0,6,42,1,7,2,0,2,1,2
552,0,14,86,1,6,4,0,2,0,3
553,0,7,57,1,8,1,0,3,1,3
554,0,15,96,1,6,4,1,7,1,3
555,0,23,141,1,6,9,0,3,1,3
556,0,7,54,1,7,0,0,4,0,3
557,0,5,23,0,4,1,8,0,0,2
558,0,4,30,0,7,0,0,2,0,2
559,1,1,16,1,16,0,0,2,0,2
560,0,24,150,1,6,8,0,5,1,3
561,0,11,87,0,7,4,0,3,0,3
562,0,15,113,1,7,5,0,7,1,3
563,0,14,114,1,8,2,0,4,0,3
564,0,16,128,1,8,2,0,10,0,3
565,0,11,85,0,7,2,0,3,0,3
566,0,13,89,0,6,1,10,7,0,3
567,0,11,72,1,6,2,4,7,0,3
568,0,32,175,1,5,13,0,3,1,3
569,0,33,223,1,6,12,0,5,1,3
570,0,20,114,1,5,10,0,2,1,3
571,0,11,86,1,7,3,0,3,0,3
572,0,17,98,0,5,7,0,1,1,3
573,0,6,42,1,7,2,0,2,1,2
574,0,14,86,1,6,4,0,2,0,3
575,0,7,57,1,8,1,0,3,1,3
576,0,15,96,1,6,4,1,7,1,3
577,0,10,52,1,5,2,0,2,1,3
578,0,23,141,1,6,9,0,3,1,3
579,0,8,53,0,6,0,0,3,0,3
580,0,8,41,0,5,1,12,0,0,2
581,0,4,30,0,7,0,0,2,0,2
582,1,1,16,1,16,0,0,2,0,2
583,0,24,150,1,6,8,0,5,1,3
584,0,4,27,0,6,0,2,3,0,3
585,0,11,87,0,7,4,0,3,0,3
586,0,15,113,1,7,5,0,7,1,3
587,0,14,114,1,8,2,0,4,0,3
588,0,17,129,1,7,2,0,10,0,3
589,0,11,85,0,7,2,0,3,0,3
590,0,13,89,0,6,1,10,7,0,3
591,0,11,72,1,6,2,4,7,0,3
592,0,32,175,1,5,13,0,3,1,3
593,0,33,223,1,6,12,0,5,1,3
594,0,20,114,1,5,10,0,2,1,3
595,0,11,86,1,7,3,0,3,0,3
596,0,17,98,0,5,7,0,1,1,3
597,0,6,42,1,7,2,0,2,1,2
598,0,14,86,1,6,4,0,2,0,3
599,0,7,57,1,8,1,0,3,1,3
600,0,15,96,1,6,4,1,7,1,3
601,0,10,52,1,5,2,0,2,1,3
602,0,23,141,1,6,9,0,3,1,3
603,0,6,44,1,7,0,0,4,0,3
604,0,8,41,0,5,1,12,0,0,2
605,0,4,38,1,9,0,0,4,0,2
606,1,1,16,1,16,0,0,2,0,2
607,0,15,123,0,8,2,0,9,0,3
608,0,11,85,0,7,2,0,3,0,3
609,0,13,89,0,6,1,10,7,0,3
610,0,11,72,1,6,2,4,7,0,3
611,0,4,23,1,5,0,0,4,0,3
612,0,8,41,0,5,1,12,0,0,2
613,0,4,38,1,9,0,0,4,0,2
614,1,1,16,1,16,0,0,2,0,2
615,0,8,42,1,5,3,0,3,1,3
616,0,11,70,1,6,1,0,6,1,3
617,0,7,46,1,6,1,0,3,1,3
618,0,8,45,1,5,2,1,3,1,3
619,0,8,48,1,6,2,0,2,0,3
620,0,8,48,1,6,2,0,2,0,3
621,0,23,171,1,7,3,6,17,0,3
622,0,15,108,1,7,2,1,9,0,3
623,1,2,10,0,5,0,0,0,1,2
624,0,13,91,1,7,0,1,13,0,3
625,0,25,179,1,7,2,0,16,1,3
626,0,9,57,1,6,1,0,4,1,3
627,1,2,19,0,9,0,0,0,0,2
628,0,13,96,1,7,1,1,5,0,3
629,1,2,27,1,13,0,0,1,1,2
630,0,11,79,1,7,4,4,5,1,2
631,1,1,8,0,8,0,0,0,1,2
632,0,3,15,0,5,1,0,0,0,2
