,head_actual,word_count,len_text,end_sym,len_avg_word,no_of_stop,numeric_value,no_of_sym,cos_sim,case
35673,0,13,78,1,6,2,4,6,0,3
35674,0,9,44,0,4,1,4,6,0,3
35675,1,2,16,1,8,0,0,1,1,2
35676,0,3,10,0,3,0,0,1,0,0
35677,0,3,10,1,3,0,0,2,0,0
35678,0,4,15,0,3,0,2,2,0,3
35679,0,2,16,1,8,0,0,1,1,2
35680,0,3,12,1,4,0,0,2,0,3
35681,0,1,15,0,15,0,4,1,0,2
35682,0,2,19,1,9,0,0,2,0,3
35683,0,5,31,0,6,1,0,1,0,3
35684,0,4,26,0,6,0,0,1,0,3
35685,0,3,26,0,8,0,0,2,0,3
35686,0,3,18,0,6,0,0,1,0,3
35687,1,1,11,1,11,0,0,1,0,2
35688,0,14,82,1,5,4,1,4,1,3
35689,0,14,82,1,5,4,1,4,1,3
35690,1,2,18,1,9,0,0,1,1,2
35691,0,5,32,1,6,1,0,2,0,3
35692,0,5,23,1,4,0,0,2,0,3
35693,0,6,34,1,5,1,0,2,0,3
35694,1,1,10,1,10,0,0,1,0,2
35695,0,4,28,1,7,0,0,2,1,3
35696,0,5,31,1,6,2,0,2,0,3
35697,0,7,46,1,6,1,0,2,1,3
35698,1,2,17,1,8,0,0,1,1,2
35699,0,5,26,0,5,1,8,3,1,2
35700,0,7,45,1,6,1,0,3,1,2
35701,0,7,54,0,7,0,0,3,0,2
35702,1,1,12,1,12,0,0,1,1,2
35703,0,19,103,1,5,13,0,1,1,2
35704,0,3,18,0,6,0,0,1,0,2
35705,1,2,6,1,3,0,0,1,1,2
35706,0,3,20,1,6,0,0,2,0,0
35707,0,2,14,0,7,0,0,0,0,2
35708,0,2,12,0,6,0,0,0,0,2
35709,0,8,71,0,8,0,14,6,1,2
35710,1,3,17,1,5,0,0,2,0,2
35711,0,6,40,1,6,0,0,3,0,3
35712,0,4,13,0,3,0,1,1,0,3
35713,0,3,10,1,3,0,0,3,0,0
35714,0,4,24,0,6,0,0,1,0,3
35715,0,2,8,0,4,0,0,1,0,3
35716,0,5,34,1,6,0,0,3,0,3
35717,1,5,31,1,6,1,0,2,1,2
35718,0,4,36,0,9,0,0,2,0,3
35719,0,5,33,0,6,1,0,1,0,3
35720,0,3,12,0,4,0,0,1,0,3
35721,0,4,18,0,4,1,0,1,0,3
35722,1,2,9,1,4,0,0,2,1,2
35723,0,10,63,1,6,2,2,4,0,3
35724,1,2,25,1,12,0,0,2,1,2
35725,0,4,33,0,8,0,0,0,0,2
35726,0,5,29,1,5,0,4,3,0,2
35727,0,7,46,0,6,2,0,2,0,3
35728,0,13,106,0,8,0,0,6,0,3
35729,0,16,106,0,6,2,0,5,0,3
35730,0,6,33,1,5,1,0,2,0,3
35731,0,9,66,1,7,2,0,3,1,3
35732,0,9,72,0,8,1,0,2,1,3
35733,0,4,21,0,5,0,0,1,1,3
35734,0,8,52,0,6,2,0,1,0,3
35735,0,8,47,1,5,2,0,3,0,3
35736,0,7,51,1,7,1,0,2,1,3
35737,0,7,65,1,9,1,0,3,1,3
35738,0,19,117,1,6,5,0,2,0,3
35739,0,7,41,0,5,1,0,1,0,3
35740,0,5,34,1,6,0,0,5,0,2
35741,0,7,42,1,6,0,8,3,0,2
35742,0,30,195,1,6,4,0,14,1,3
35743,0,7,47,0,6,1,0,1,0,3
35744,0,10,60,1,6,2,0,2,1,3
35745,0,9,66,1,7,2,0,3,1,3
35746,0,9,65,0,7,2,0,1,1,3
35747,0,7,44,0,6,1,0,1,1,3
35748,0,8,51,0,6,2,0,1,0,3
35749,0,6,34,1,5,2,0,2,1,3
35750,0,10,57,1,5,3,0,2,1,3
35751,0,7,43,1,6,1,0,4,1,3
35752,0,3,26,1,8,0,0,1,0,2
35753,0,7,39,1,5,0,8,3,0,2
35754,0,5,34,1,6,1,0,2,0,3
35755,0,3,22,1,7,0,0,2,0,3
35756,0,8,44,1,5,1,1,2,0,3
35757,0,4,31,1,7,0,0,3,0,3
35758,0,9,64,1,7,3,0,2,1,3
35759,0,7,46,1,6,1,0,2,0,3
35760,1,2,27,1,13,0,0,1,1,2
35761,0,17,86,1,5,6,8,5,1,3
35762,0,12,66,1,5,5,4,3,1,3
35763,0,15,76,1,5,6,6,4,1,3
35764,1,2,17,1,8,0,0,1,1,2
35765,0,7,33,0,4,1,6,3,1,3
35766,1,7,46,1,6,1,0,4,1,3
35767,0,8,57,1,7,1,0,4,1,3
35768,0,2,10,0,5,0,0,0,0,0
35769,0,3,29,0,9,0,3,3,0,2
35770,0,2,17,0,8,0,10,1,0,2
35771,1,2,16,0,8,0,0,0,1,2
35772,0,8,40,1,5,2,2,3,1,3
35773,0,6,27,1,4,1,1,2,1,3
35774,0,7,55,1,7,0,0,2,0,3
35775,0,11,88,1,8,0,2,7,0,3
35776,0,14,89,0,6,3,0,2,1,3
35777,0,3,23,1,7,0,0,2,0,3
35778,0,10,75,0,7,2,0,2,1,3
35779,0,10,41,0,4,4,0,1,1,3
35780,0,10,57,1,5,2,2,5,1,3
35781,1,2,22,0,11,0,0,0,1,2
35782,0,9,43,0,4,0,5,5,0,3
35783,0,13,84,0,6,0,0,10,0,3
35784,0,9,53,0,5,0,2,4,0,3
35785,0,8,41,0,5,0,1,9,1,3
35786,0,7,43,0,6,0,0,5,0,3
35787,1,1,8,0,8,0,0,0,1,2
35788,0,4,27,0,6,0,1,1,0,3
35789,1,1,12,1,12,0,0,1,1,2
35790,0,15,83,0,5,8,0,0,0,2
35791,0,13,87,0,6,7,0,1,1,3
35792,0,15,89,0,5,10,0,0,1,1
35793,0,12,82,0,6,3,0,1,1,3
35794,0,10,82,1,8,2,0,2,0,3
35795,0,2,15,0,7,0,0,1,1,2
35796,0,3,26,1,8,0,3,3,0,2
35797,1,1,17,1,17,0,0,1,1,2
35798,0,9,71,0,7,3,0,1,1,3
35799,0,1,12,1,12,0,0,1,0,1
35800,0,11,77,0,7,2,0,3,1,3
35801,0,1,7,1,7,0,0,1,0,2
35802,0,14,83,0,5,3,0,2,1,3
35803,0,8,46,1,5,5,0,1,1,1
35804,0,11,70,1,6,3,0,2,0,3
35805,0,6,37,1,6,1,0,2,0,3
35806,0,9,61,1,6,2,0,3,1,3
35807,0,13,75,1,5,6,0,2,1,3
35808,0,12,79,0,6,4,0,1,1,3
35809,0,8,80,0,10,1,0,4,0,1
35810,0,2,16,1,8,1,0,1,1,1
35811,0,14,82,0,5,6,0,1,1,3
35812,0,1,7,1,7,0,0,1,0,1
35813,0,12,70,1,5,6,0,2,0,3
35814,0,5,36,0,7,0,1,1,0,3
35815,1,1,12,1,12,0,0,1,1,2
35816,0,13,82,0,6,7,0,0,0,2
35817,0,14,96,0,6,4,0,1,0,3
35818,0,16,100,0,6,8,0,2,1,1
35819,0,11,69,1,6,4,0,2,1,3
35820,0,4,31,0,7,0,0,1,1,2
35821,0,3,25,0,8,0,3,2,0,2
35822,1,1,17,1,17,0,0,1,1,2
35823,0,11,78,1,7,2,0,2,0,3
35824,0,10,66,1,6,4,0,2,1,3
35825,0,13,81,0,6,5,0,1,1,3
35826,0,1,8,1,8,0,0,1,0,1
35827,0,9,43,1,4,2,0,3,1,3
35828,0,8,55,1,6,3,0,2,1,3
35829,0,5,43,1,8,0,1,4,0,3
35830,1,1,12,1,12,0,0,1,1,2
35831,0,12,94,0,7,5,0,0,1,2
35832,0,13,102,0,7,6,0,2,1,3
35833,0,13,102,0,7,5,0,1,1,3
35834,0,10,67,1,6,3,0,4,1,3
35835,0,6,46,0,7,1,0,1,1,2
35836,0,4,24,0,6,0,3,3,1,2
35837,0,3,27,1,9,1,0,1,1,2
35838,0,11,68,1,6,3,0,2,0,3
35839,0,10,61,1,6,3,0,2,1,3
35840,0,11,77,1,7,4,0,2,1,3
35841,0,14,82,0,5,5,3,3,1,3
35842,0,7,52,1,7,4,0,1,1,1
35843,0,4,26,1,6,1,8,4,1,2
35844,0,6,44,1,7,1,0,3,1,2
35845,0,16,87,1,5,10,0,1,1,2
35846,0,2,11,1,5,0,0,1,0,2
35847,0,2,17,0,8,0,0,0,0,2
35848,0,2,17,0,8,0,0,0,0,0
35849,0,16,97,0,6,2,6,11,0,3
35850,0,4,29,0,7,0,0,1,0,2
35851,0,22,176,1,8,6,1,5,1,2
35852,1,2,23,0,11,0,0,0,1,0
35853,0,6,47,0,7,0,0,1,0,2
35854,0,5,17,0,3,0,4,3,0,2
35855,0,5,39,0,7,0,0,1,0,2
35856,0,5,17,0,3,0,4,3,0,2
35857,0,27,152,1,5,12,8,4,1,2
35858,0,3,21,1,7,0,1,3,0,3
35859,0,16,107,1,6,7,0,1,1,2
35860,0,22,158,1,7,9,0,1,1,2
35861,0,10,68,1,6,3,0,1,0,2
35862,1,1,13,1,13,0,0,1,1,2
35863,0,17,86,1,5,8,9,1,0,2
35864,0,15,94,1,6,5,6,3,0,2
35865,0,2,15,1,7,0,1,3,0,3
35866,0,18,121,1,6,7,0,1,1,2
35867,0,9,64,0,7,3,0,0,1,2
35868,0,9,56,0,6,2,0,2,1,1
35869,0,6,39,1,6,1,0,3,0,1
35870,0,18,122,1,6,8,0,1,0,2
35871,0,12,83,1,6,5,0,1,1,2
35872,1,1,13,1,13,0,0,1,1,2
35873,0,12,86,1,7,3,0,3,0,2
35874,0,14,99,1,7,2,1,3,0,2
35875,0,4,13,0,3,0,1,2,0,1
35876,0,1,3,1,3,0,1,2,0,3
35877,0,25,168,1,6,8,1,4,1,3
35878,0,12,85,1,7,4,0,3,1,2
35879,0,1,13,1,13,0,0,1,1,2
35880,0,17,105,1,6,4,1,3,1,2
35881,0,2,15,1,7,0,1,3,0,3
35882,0,10,83,1,8,2,0,4,1,2
35883,0,13,109,1,8,3,0,3,1,2
35884,1,1,6,0,6,0,0,0,0,0
35885,0,1,4,0,4,0,4,0,0,3
35886,0,19,147,1,7,4,0,2,1,2
35887,0,1,4,0,4,0,4,0,0,3
35888,0,12,70,1,5,4,1,4,0,3
35889,0,18,101,1,5,7,1,5,1,3
35890,0,1,4,0,4,0,4,0,0,3
35891,0,12,85,1,7,3,0,1,0,2
35892,0,1,7,0,7,0,6,1,0,3
35893,0,12,75,1,6,4,1,3,1,2
35894,0,2,18,0,9,0,0,0,0,0
35895,0,2,7,0,3,0,2,1,0,2
35896,0,17,127,1,7,4,0,1,0,2
35897,0,2,7,0,3,0,2,1,0,2
35898,0,11,93,1,8,3,0,1,1,2
35899,0,2,7,0,3,0,2,1,0,2
35900,0,18,135,1,7,7,0,2,1,2
35901,0,2,7,0,3,0,2,1,0,2
35902,0,11,69,1,6,3,0,1,1,2
35903,0,3,12,0,4,0,1,2,0,1
35904,0,1,3,1,3,0,1,2,0,3
35905,1,2,25,0,12,0,0,0,1,0
35906,0,2,8,0,4,0,4,0,0,2
35907,0,9,71,0,7,3,0,1,0,2
35908,0,2,8,0,4,0,4,0,0,2
35909,0,8,63,0,7,1,0,2,0,2
35910,0,2,8,0,4,0,4,0,0,2
35911,0,8,67,0,8,1,0,4,0,2
35912,1,2,20,0,10,0,0,0,1,0
35913,1,3,14,1,4,1,0,1,1,2
35914,0,3,18,0,6,0,5,1,0,3
35915,1,2,15,1,7,0,0,1,1,2
35916,0,1,6,0,6,0,0,0,0,2
35917,1,2,11,1,5,0,0,1,0,2
35918,0,2,14,0,7,0,12,1,0,3
35919,0,2,9,1,4,0,0,1,0,2
35920,0,1,19,0,19,0,0,2,0,1
35921,1,1,9,1,9,0,0,1,0,2
35922,0,1,11,0,11,0,0,0,0,2
35923,1,2,16,1,8,0,0,1,1,2
35924,0,4,34,1,8,0,0,4,0,2
35925,0,2,12,0,6,0,0,0,0,2
35926,0,3,20,0,6,0,0,1,0,2
35927,0,4,21,0,5,0,12,3,0,2
35928,0,1,25,0,25,0,2,4,0,1
35929,1,2,15,0,7,0,0,0,1,2
35930,0,44,308,1,7,13,0,6,1,2
35931,1,1,10,0,10,0,0,0,1,2
35932,0,8,51,1,6,1,2,2,1,3
35933,0,3,17,0,5,0,0,0,1,2
35934,0,3,8,0,2,0,0,1,0,0
35935,0,8,41,1,5,0,0,5,0,3
35936,0,3,17,1,5,0,0,2,0,3
35937,0,7,36,1,5,2,0,2,1,3
35938,0,16,84,1,5,7,0,3,1,3
35939,0,8,35,1,4,1,0,3,0,3
35940,0,11,49,1,4,4,1,4,0,3
35941,1,2,18,0,9,0,0,0,1,2
35942,0,7,60,1,8,0,0,5,0,2
35943,0,12,70,0,5,1,6,3,1,2
35944,1,1,16,0,16,0,0,0,1,2
35945,0,40,251,1,6,16,3,6,1,3
35946,0,18,128,1,7,6,0,4,1,3
35947,0,25,152,1,6,11,0,3,1,3
35948,0,9,68,1,7,2,0,3,1,3
35949,0,18,140,1,7,5,0,4,1,3
35950,0,10,68,1,6,2,0,3,1,3
35951,0,8,50,1,6,2,0,2,1,3
35952,0,19,136,1,7,5,0,5,1,3
35953,0,30,195,1,6,11,0,4,1,3
35954,0,10,70,1,7,4,0,2,1,3
35955,0,14,94,1,6,6,0,2,1,3
35956,0,11,65,1,5,2,0,2,0,3
35957,0,11,65,1,5,1,0,4,1,3
35958,0,7,46,1,6,1,0,5,0,3
35959,0,24,157,1,6,10,0,4,1,3
35960,0,8,54,1,6,1,0,3,0,3
35961,0,6,43,1,7,1,0,1,1,2
35962,0,14,90,1,6,5,0,2,0,3
35963,0,9,52,1,5,2,0,2,1,3
35964,0,12,67,1,5,3,0,2,1,3
35965,0,11,92,1,8,3,0,3,0,3
35966,0,19,115,1,6,2,0,6,0,3
35967,0,51,315,1,6,23,4,4,1,3
35968,0,46,271,1,5,21,2,4,1,3
35969,1,1,9,0,9,0,0,0,0,2
35970,0,1,5,0,5,0,0,0,0,0
35971,1,1,9,0,9,0,0,0,0,0
35972,1,1,16,0,16,0,0,1,0,0
35973,1,1,4,0,4,0,0,0,0,0
35974,1,1,10,0,10,0,0,0,0,0
35975,1,1,3,0,3,0,0,1,0,0
35976,1,1,11,0,11,0,0,1,0,0
35977,1,2,15,1,7,0,0,1,1,0
35978,0,2,22,1,11,0,0,1,0,0
35979,0,1,8,1,8,0,0,1,0,0
35980,0,2,11,1,5,0,0,1,0,0
35981,0,2,21,0,10,0,0,0,0,0
35982,0,1,4,0,4,0,4,0,0,3
35983,0,1,6,1,6,0,4,2,0,3
35984,0,1,12,0,12,0,0,0,0,2
35985,0,1,6,1,6,0,2,2,0,1
35986,0,4,36,1,9,0,0,4,0,0
35987,0,1,10,1,10,0,0,1,0,0
35988,0,1,6,0,6,0,0,0,0,0
35989,0,1,4,0,4,0,4,0,0,3
35990,0,1,6,1,6,0,4,2,0,3
35991,0,4,21,1,5,1,1,2,0,3
35992,0,2,17,0,8,0,0,0,0,2
35993,0,1,6,1,6,0,2,2,0,1
35994,0,2,29,1,14,0,0,4,0,0
35995,0,1,10,1,10,0,0,1,0,0
35996,0,1,4,0,4,0,0,0,0,0
35997,0,1,4,0,4,0,4,0,0,3
35998,0,1,6,1,6,0,4,2,0,3
35999,0,4,21,1,5,1,1,2,0,3
36000,1,1,12,0,12,0,0,0,1,2
36001,0,8,53,1,6,2,2,3,0,3
36002,0,7,53,1,7,2,0,2,0,3
36003,0,2,18,0,9,0,0,0,0,2
36004,0,6,30,0,5,1,0,1,0,3
36005,0,6,30,0,5,1,0,1,0,3
36006,0,2,16,0,8,0,0,0,1,2
36007,0,5,26,0,5,1,8,3,1,2
36008,0,4,27,1,6,0,0,3,1,2
36009,0,5,33,0,6,0,0,2,0,2
36010,0,6,33,1,5,0,1,3,1,2
36011,0,5,26,1,5,1,0,2,0,2
36012,0,1,17,1,17,0,6,2,0,2
36013,0,1,10,1,10,0,0,1,0,2
36014,1,1,6,0,6,0,0,0,1,0
36015,0,3,19,1,6,0,0,1,0,2
36016,0,2,16,1,8,0,0,3,0,2
36017,0,3,20,1,6,0,0,4,0,2
36018,0,3,18,1,6,0,0,3,0,2
36019,0,4,16,0,4,0,6,1,0,2
36020,0,3,21,0,7,0,0,0,0,0
36021,0,1,42,1,42,0,0,42,0,3
36022,1,2,17,1,8,0,0,1,1,0
36023,1,3,13,0,4,0,0,0,1,0
36024,0,1,1,1,1,0,0,1,0,3
36025,0,3,17,0,5,0,6,0,0,0
36026,0,2,13,1,6,0,0,1,0,0
36027,0,1,1,1,1,0,0,1,0,3
36028,0,1,3,0,3,0,0,1,0,0
36029,0,2,10,0,5,0,8,1,0,3
36030,0,1,3,0,3,0,0,0,0,2
36031,0,2,13,1,6,0,10,2,0,3
36032,0,1,10,0,10,0,10,0,0,3
36033,1,2,14,0,7,0,0,0,1,0
36034,0,1,1,1,1,0,0,1,0,3
36035,0,4,25,1,6,0,0,3,0,2
36036,1,1,7,0,7,0,0,0,0,0
36037,0,1,1,1,1,0,0,1,0,3
36038,0,5,38,1,7,0,0,2,0,2
36039,0,3,22,1,7,0,0,1,0,2
36040,1,3,25,1,8,0,0,1,1,0
36041,0,10,60,0,6,4,0,4,0,3
36042,0,3,29,1,9,0,4,2,0,3
36043,0,13,88,1,6,4,4,5,0,3
36044,0,14,83,1,5,3,4,5,0,3
36045,1,3,26,1,8,0,0,1,1,0
36046,0,13,92,1,7,4,0,2,1,3
36047,0,12,83,0,6,3,4,2,0,3
36048,1,3,17,1,5,0,0,1,1,0
36049,0,5,29,0,5,1,0,1,1,3
36050,1,3,17,1,5,0,0,1,1,0
36051,0,16,85,1,5,3,0,3,0,3
36052,0,7,37,1,5,2,0,2,1,3
36053,0,7,52,1,7,2,0,1,1,2
36054,0,4,28,1,7,1,0,1,1,2
36055,0,6,47,1,7,1,0,1,0,2
36056,0,6,39,1,6,2,0,1,1,2
36057,0,6,48,1,8,0,0,1,0,2
36058,0,5,30,1,6,1,0,1,0,2
36059,0,5,25,1,5,1,0,1,0,2
36060,0,7,37,1,5,1,0,1,0,2
36061,0,15,95,1,6,6,0,1,1,2
36062,0,8,64,1,8,1,0,1,1,2
36063,0,13,79,0,6,5,0,0,1,2
36064,0,3,19,0,6,0,0,1,0,3
36065,0,4,32,0,8,0,0,1,1,2
36066,0,6,46,0,7,1,0,0,0,2
36067,0,17,124,0,7,8,0,4,1,2
36068,0,2,7,0,3,0,0,1,0,3
36069,0,9,58,0,6,3,0,0,1,2
36070,0,7,49,0,7,1,0,1,0,2
36071,0,8,54,0,6,1,0,2,0,2
36072,0,9,58,1,6,1,0,3,0,2
36073,0,12,77,1,6,3,0,3,0,3
36074,0,14,88,1,6,4,2,3,1,3
36075,0,3,17,1,5,0,0,2,0,3
36076,0,2,13,0,6,0,0,0,0,2
36077,0,7,13,0,1,0,0,0,0,0
36078,0,12,23,0,1,0,0,0,0,0
36079,0,3,15,0,5,0,0,0,0,0
36080,0,4,18,0,4,0,12,3,0,3
36081,0,1,21,0,21,0,4,2,0,1
36082,1,9,17,0,1,0,0,0,0,0
36083,1,10,19,0,1,0,0,0,0,0
36084,0,4,26,0,6,1,0,1,0,2
36085,0,4,21,0,5,0,6,2,0,3
36086,0,2,19,0,9,0,0,0,0,2
36087,0,3,20,0,6,1,0,0,1,2
36088,0,5,19,0,3,0,8,1,0,2
36089,0,1,3,0,3,0,0,0,0,0
36090,0,4,26,0,6,0,6,2,1,3
36091,0,1,10,0,10,0,0,0,0,2
36092,0,3,23,0,7,0,0,4,0,2
36093,0,3,22,1,7,0,0,2,0,2
36094,0,2,28,1,14,0,0,2,0,2
36095,0,2,24,0,12,0,0,1,0,2
36096,0,5,24,0,4,0,0,3,0,2
36097,0,1,9,1,9,0,0,1,0,2
36098,0,4,23,1,5,0,0,4,0,2
36099,0,1,9,0,9,0,0,0,0,2
36100,0,3,23,1,7,0,0,3,0,2
36101,0,1,7,1,7,0,0,1,0,2
36102,0,4,22,1,5,0,0,2,0,2
36103,0,2,16,0,8,0,0,0,0,2
36104,1,14,27,0,1,0,0,0,0,0
36105,0,7,71,0,10,0,0,2,0,2
36106,0,7,69,0,9,0,0,4,0,2
36107,0,7,68,1,9,0,0,4,0,2
36108,0,4,31,1,7,0,0,3,0,2
36109,0,5,32,0,6,0,0,1,0,2
36110,0,1,10,0,10,0,0,1,0,2
36111,0,3,16,0,5,0,0,2,0,2
36112,0,3,11,0,3,0,8,1,0,3
36113,1,9,17,0,1,0,0,0,0,0
36114,1,8,15,0,1,0,0,0,0,0
36115,0,8,68,0,8,2,0,0,1,2
36116,0,6,49,1,8,2,0,1,1,1
36117,0,7,65,0,9,1,0,1,1,2
36118,0,9,63,1,7,0,0,5,0,2
36119,0,10,70,1,7,0,0,8,0,2
36120,0,3,14,1,4,0,0,2,0,2
36121,0,9,67,1,7,3,0,1,1,2
36122,0,6,62,0,10,0,0,3,0,2
36123,0,7,60,1,8,0,0,4,0,2
36124,0,8,68,0,8,2,0,2,1,2
36125,0,1,5,1,5,0,0,1,0,1
36126,0,8,58,0,7,2,0,0,0,2
36127,0,7,69,0,9,2,0,2,1,3
36128,0,1,7,1,7,0,0,1,0,1
36129,0,7,63,0,9,1,0,0,1,2
36130,0,10,71,1,7,3,0,1,1,1
36131,0,6,56,1,9,1,0,2,1,2
36132,0,7,67,1,9,2,0,1,1,2
36133,0,3,26,1,8,1,0,1,0,1
36134,0,7,67,0,9,1,0,1,0,2
36135,0,1,17,1,17,0,0,1,1,1
36136,0,6,22,0,3,0,0,0,0,2
36137,0,2,17,0,8,0,0,0,0,2
36138,0,3,11,0,3,0,8,1,0,3
36139,0,7,67,0,9,2,0,1,1,2
36140,0,6,46,1,7,1,0,1,0,1
36141,0,6,47,1,7,1,0,1,1,2
36142,0,13,25,0,1,0,0,0,0,0
36143,0,10,70,0,7,1,1,1,1,2
36144,0,1,8,0,8,0,0,0,0,2
36145,0,5,39,0,7,0,0,0,0,2
36146,0,9,64,0,7,0,1,1,1,2
36147,0,2,22,0,11,0,2,2,0,2
36148,0,2,15,0,7,0,0,0,0,2
36149,0,2,17,0,8,0,0,0,0,2
36150,0,2,17,0,8,0,0,0,0,2
36151,0,2,20,0,10,0,0,0,1,2
36152,0,1,13,0,13,0,0,0,0,2
36153,0,7,13,0,1,0,0,0,0,0
36154,0,1,6,1,6,0,0,6,0,3
36155,0,1,5,1,5,0,0,5,0,3
36156,0,1,5,1,5,0,0,5,0,3
36157,0,1,5,1,5,0,0,5,0,3
36158,0,1,4,1,4,0,0,4,0,3
36159,0,8,15,0,1,0,0,0,0,0
36160,0,4,26,0,6,1,0,0,0,2
36161,0,10,95,1,9,1,0,4,1,2
36162,0,7,69,1,9,2,0,1,0,2
36163,0,12,100,0,8,2,0,3,0,2
36164,0,4,32,1,8,1,0,1,1,3
36165,0,17,103,1,6,4,0,3,1,2
36166,0,6,46,0,7,1,0,2,0,2
36167,0,8,53,0,6,0,0,4,1,2
36168,0,7,58,0,8,0,0,3,1,2
36169,0,6,37,0,6,0,0,0,0,2
36170,0,15,95,0,6,3,0,0,0,2
36171,0,17,105,1,6,7,0,4,1,3
36172,0,14,100,0,7,5,0,0,1,2
36173,0,2,17,1,8,0,0,1,0,1
36174,0,14,104,1,7,6,0,1,1,2
36175,0,13,86,1,6,4,1,5,1,3
36176,0,13,101,0,7,1,0,1,1,2
36177,0,11,91,0,8,3,0,2,1,1
36178,0,1,11,1,11,0,0,1,0,1
36179,0,13,98,0,7,2,0,4,1,2
36180,0,1,13,1,13,0,0,1,0,1
36181,0,13,108,0,8,3,0,3,0,2
36182,0,2,15,1,7,1,0,1,1,1
36183,0,12,87,1,7,3,0,3,1,2
36184,0,14,102,1,7,5,0,1,1,2
36185,0,11,99,1,9,2,0,6,1,2
36186,0,16,104,0,6,7,0,1,1,2
36187,0,15,82,1,5,8,3,2,1,1
36188,0,12,84,1,7,3,0,3,1,2
36189,0,13,95,0,7,3,0,1,0,2
36190,0,1,11,1,11,0,0,1,0,1
36191,0,5,27,0,5,0,0,2,0,2
36192,0,5,27,0,5,0,0,2,0,2
36193,0,5,27,0,5,0,0,2,0,2
36194,0,5,27,0,5,0,0,2,0,2
36195,0,5,27,0,5,0,0,2,0,2
36196,0,2,9,0,4,0,0,0,0,0
36197,0,6,59,0,9,0,3,8,0,3
36198,0,5,27,0,5,0,0,2,0,2
36199,0,1,10,0,10,0,10,0,0,3
36200,1,2,26,1,13,0,0,1,1,0
36201,0,26,173,1,6,4,8,11,1,3
36202,0,13,80,1,6,2,8,8,0,3
36203,1,2,15,0,7,0,0,0,1,2
36204,0,13,75,0,5,3,2,2,1,3
36205,0,16,124,0,7,3,0,4,1,3
36206,0,18,127,0,7,4,0,3,1,3
36207,1,2,10,0,5,0,0,0,1,2
36208,0,3,21,1,7,0,0,2,0,3
36209,0,3,22,0,7,0,0,1,0,3
36210,0,3,19,0,6,0,0,1,0,3
36211,0,2,13,0,6,0,0,2,0,3
36212,0,2,11,0,5,0,0,1,0,3
36213,0,3,20,1,6,0,0,2,1,3
36214,0,3,24,0,8,0,0,1,1,3
36215,0,4,25,0,6,0,0,2,0,3
36216,0,3,28,0,9,0,0,1,0,3
36217,0,3,15,0,5,0,0,1,0,3
36218,0,3,20,0,6,0,0,1,0,3
36219,0,3,19,1,6,0,0,2,0,3
36220,0,4,24,0,6,0,0,2,0,3
36221,0,3,21,0,7,0,0,1,0,3
36222,0,4,23,0,5,0,0,2,0,3
36223,0,3,20,0,6,0,0,1,0,3
36224,1,3,28,0,9,0,0,0,0,2
36225,0,5,29,0,5,0,0,2,0,2
36226,0,4,18,0,4,1,4,0,1,2
36227,0,4,25,0,6,1,0,0,0,2
36228,0,4,25,0,6,0,0,1,0,2
36229,0,5,23,0,4,0,8,0,0,2
36230,0,10,63,0,6,1,8,0,0,2
36231,0,11,74,0,6,1,8,0,1,2
36232,0,2,21,0,10,0,0,0,1,2
36233,1,2,18,0,9,0,0,0,0,2
36234,0,9,49,0,5,3,0,1,0,3
36235,0,7,47,0,6,2,0,1,1,3
36236,0,11,72,0,6,0,0,4,1,3
36237,0,8,61,0,7,2,0,1,1,3
36238,0,2,17,0,8,0,0,0,1,2
36239,0,14,92,0,6,4,0,2,1,3
36240,0,5,27,0,5,1,0,1,1,3
36241,0,10,57,0,5,1,0,2,1,3
36242,0,7,55,0,7,1,0,2,0,3
36243,1,2,18,0,9,0,0,0,1,2
36244,0,9,65,0,7,2,0,4,1,3
36245,0,5,33,0,6,1,0,1,1,3
36246,0,2,4,0,2,0,0,1,0,0
36247,0,12,85,1,7,5,0,2,1,3
36248,0,4,15,0,3,0,0,2,0,3
36249,1,2,22,0,11,0,0,0,1,2
36250,0,14,85,0,6,4,0,2,1,3
36251,0,10,61,0,6,3,0,1,0,3
36252,0,3,28,0,9,0,0,1,0,3
36253,1,3,24,0,8,1,0,0,1,2
36254,0,7,46,0,6,3,0,1,1,3
36255,0,11,68,0,6,4,0,1,1,3
36256,0,10,69,0,6,4,0,1,1,3
36257,1,2,19,0,9,0,0,0,0,2
36258,0,12,88,0,7,4,0,1,1,3
36259,0,10,68,0,6,3,0,2,1,3
36260,0,16,97,0,6,6,0,1,1,3
36261,0,7,59,0,8,2,0,2,1,3
36262,0,22,143,0,6,11,0,1,1,3
36263,0,19,126,0,6,7,0,1,1,3
36264,1,2,28,0,14,0,0,0,0,2
36265,0,20,147,0,7,8,0,2,1,3
36266,0,17,111,1,6,6,0,3,1,3
36267,0,4,31,0,7,0,0,1,0,3
36268,0,8,47,0,5,1,8,0,0,2
36269,0,21,141,1,6,6,0,4,1,2
36270,1,8,50,1,6,3,0,1,1,2
36271,0,18,105,1,5,7,0,3,1,3
36272,0,12,85,1,7,3,0,2,1,3
36273,0,9,45,1,5,2,1,5,0,3
36274,0,7,31,1,4,2,2,2,0,3
36275,0,6,42,1,7,1,0,2,1,3
36276,0,6,43,1,7,1,0,2,1,3
36277,0,9,49,1,5,3,0,4,1,3
36278,0,9,58,1,6,3,0,2,1,3
